"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","BP","GO:0098542","defense response to other organism",106,-0.524313342496968,-2.04181436611514,2.47014696633263e-06,0.00219925418235816,0.00212952670044887,245,"tags=58%, list=31%, signal=46%","BCL3/KLRK1/STAT2/NCF1/CASP4/PARP14/NT5C3A/JAK3/LY96/TLR1/ACTG1/ACP5/NUB1/IFI16/HK1/TRIM5/DDIT4/BNIP3L/RNF213/GAPDH/PLAC8/TIFA/IFI35/IRF7/TRIM22/BNIP3/PARP9/MIF/TRIM21/IRF1/IFIT2/JCHAIN/RIPK2/ZBP1/ISG15/TLR7/IFITM3/JAK2/DDX60/GBP3/TRAFD1/IFI6/DTX3L/IGHG3/RAB20/SLAMF1/STAT1/GBP2/GBP4/IFI44L/SOCS1/IFITM1/ALPK1/IFIT3/GBP1/GPER1/RSAD2/GBP5/CXCL8/IL1B/HLA-G"
"2","BP","GO:0044419","biological process involved in interspecies interaction between organisms",147,-0.487061237303687,-1.95285544253283,1.9884762396142e-06,0.00219925418235816,0.00212952670044887,236,"tags=52%, list=30%, signal=45%","STAT2/NCF1/FMR1/CASP4/PARP14/NT5C3A/IVNS1ABP/CTSB/PIM2/JAK3/LY96/TLR1/FOS/HSPA8/DYNLT1/ACTG1/ACP5/NUB1/IFI16/HK1/TRIM5/DDIT4/BNIP3L/RNF213/GAPDH/SAP30/PLAC8/TIFA/IFI35/IRF7/TRIM22/BNIP3/ENO1/SOD2/THOC7/IFI44/PARP9/MIF/TRIM21/IRF1/IFIT2/JCHAIN/RIPK2/ZBP1/ISG15/TLR7/IFITM3/JAK2/DDX60/GBP3/TRAFD1/ADM/IFI6/TENT5A/DTX3L/IGHG3/RAB20/SLAMF1/STAT1/GBP2/SBNO2/GBP4/IFI44L/SOCS1/IFITM1/ALPK1/IFIT3/GPM6A/ICAM1/GBP1/GPER1/RSAD2/GBP5/CXCL8/IL1B/HLA-G"
"3","BP","GO:0009607","response to biotic stimulus",140,-0.484514633772449,-1.9351543695097,2.3267886061176e-06,0.00219925418235816,0.00212952670044887,236,"tags=51%, list=30%, signal=44%","STAT2/NCF1/FMR1/CASP4/PARP14/NT5C3A/IVNS1ABP/PIM2/JAK3/LY96/TLR1/FOS/ACTG1/ACP5/NUB1/IFI16/HK1/TRIM5/DDIT4/BNIP3L/RNF213/GAPDH/PLAC8/TIFA/IFI35/IRF7/TRIM22/BNIP3/ENO1/SOD2/IFI44/PARP9/MIF/TRIM21/IRF1/IFIT2/JCHAIN/RIPK2/PTPRJ/ZBP1/ISG15/TLR7/IFITM3/JAK2/DDX60/GBP3/TRAFD1/ADM/IFI6/TENT5A/DTX3L/IGHG3/RAB20/SLAMF1/ATG10/STAT1/GBP2/SBNO2/GBP4/IFI44L/SOCS1/IFITM1/ALPK1/IFIT3/GPM6A/GBP1/GPER1/RSAD2/GBP5/CXCL8/IL1B/HLA-G"
"4","BP","GO:0043207","response to external biotic stimulus",137,-0.478895936099793,-1.91025364384471,8.35703803783637e-06,0.00446432971981219,0.00432278788609768,236,"tags=51%, list=30%, signal=43%","STAT2/NCF1/FMR1/CASP4/PARP14/NT5C3A/IVNS1ABP/PIM2/JAK3/LY96/TLR1/FOS/ACTG1/ACP5/NUB1/IFI16/HK1/TRIM5/DDIT4/BNIP3L/RNF213/GAPDH/PLAC8/TIFA/IFI35/IRF7/TRIM22/BNIP3/ENO1/SOD2/IFI44/PARP9/MIF/TRIM21/IRF1/IFIT2/JCHAIN/RIPK2/ZBP1/ISG15/TLR7/IFITM3/JAK2/DDX60/GBP3/TRAFD1/ADM/IFI6/TENT5A/DTX3L/IGHG3/RAB20/SLAMF1/STAT1/GBP2/SBNO2/GBP4/IFI44L/SOCS1/IFITM1/ALPK1/IFIT3/GPM6A/GBP1/GPER1/RSAD2/GBP5/CXCL8/IL1B/HLA-G"
"5","BP","GO:0051707","response to other organism",137,-0.478895936099793,-1.91025364384471,8.35703803783637e-06,0.00446432971981219,0.00432278788609768,236,"tags=51%, list=30%, signal=43%","STAT2/NCF1/FMR1/CASP4/PARP14/NT5C3A/IVNS1ABP/PIM2/JAK3/LY96/TLR1/FOS/ACTG1/ACP5/NUB1/IFI16/HK1/TRIM5/DDIT4/BNIP3L/RNF213/GAPDH/PLAC8/TIFA/IFI35/IRF7/TRIM22/BNIP3/ENO1/SOD2/IFI44/PARP9/MIF/TRIM21/IRF1/IFIT2/JCHAIN/RIPK2/ZBP1/ISG15/TLR7/IFITM3/JAK2/DDX60/GBP3/TRAFD1/ADM/IFI6/TENT5A/DTX3L/IGHG3/RAB20/SLAMF1/STAT1/GBP2/SBNO2/GBP4/IFI44L/SOCS1/IFITM1/ALPK1/IFIT3/GPM6A/GBP1/GPER1/RSAD2/GBP5/CXCL8/IL1B/HLA-G"
"6","BP","GO:0006952","defense response",136,-0.468310207963521,-1.86511404884084,1.99444484557567e-05,0.00887860363755437,0.00859710699224461,236,"tags=51%, list=30%, signal=43%","BCL3/KLRK1/STAT2/NCF1/CASP4/PARP14/NT5C3A/JAK3/LY96/TLR1/FOS/ACTG1/ACP5/NUB1/IFI16/CD48/HK1/TRIM5/DDIT4/BNIP3L/RNF213/BCL6/GAPDH/PLAC8/TIFA/IFI35/IRF7/TRIM22/BNIP3/PARP9/MIF/TRIM21/IRF1/IFIT2/JCHAIN/TAP1/RIPK2/ZBP1/ISG15/TLR7/IFITM3/JAK2/DDX60/GBP3/LRRK2/TRAFD1/ADM/IFI6/APOL2/DTX3L/IGHG3/RAB20/SLAMF1/STAT1/GBP2/SBNO2/GBP4/IFI44L/SOCS1/IFITM1/ALPK1/IFIT3/GBP1/GPER1/RSAD2/GBP5/CXCL8/IL1B/HLA-G"
"7","BP","GO:0045087","innate immune response",86,-0.519021412371097,-1.95863537131037,3.58818481288773e-05,0.0136914880503187,0.0132573986244589,236,"tags=57%, list=30%, signal=45%","STAT2/NCF1/CASP4/PARP14/JAK3/LY96/TLR1/ACTG1/NUB1/IFI16/HK1/TRIM5/GAPDH/TIFA/IFI35/IRF7/TRIM22/PARP9/MIF/TRIM21/IRF1/IFIT2/JCHAIN/RIPK2/ZBP1/ISG15/TLR7/IFITM3/JAK2/DDX60/GBP3/TRAFD1/IFI6/DTX3L/IGHG3/RAB20/SLAMF1/STAT1/GBP2/GBP4/SOCS1/IFITM1/ALPK1/IFIT3/GBP1/GPER1/RSAD2/GBP5/HLA-G"
