"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AOAH.1",9.39504507255554e-64,-0.669241886351773,0.786,0.84,1.67259987426706e-59,"18","AOAH"
"PDCD10.1",9.7252394860979e-64,-0.182983925790786,0.325,0.264,1.73138438571001e-59,"18","PDCD10"
"UNC50.2",9.81372649997532e-64,-0.141628338444833,0.255,0.198,1.74713772879061e-59,"18","UNC50"
"COX5A.2",1.01204085622446e-63,0.556347536761218,0.727,0.484,1.8017363363364e-59,"18","COX5A"
"IL18RAP.3",1.04382524657848e-63,0.749765364521953,0.384,0.195,1.85832208648368e-59,"18","IL18RAP"
"ZNF600.1",1.08682071828938e-63,-0.20020610122554,0.298,0.236,1.93486692477058e-59,"18","ZNF600"
"ESYT2.1",1.2135156302907e-63,0.651408396395027,0.285,0.14,2.16042187660653e-59,"18","ESYT2"
"CCNK",1.22345450518098e-63,-0.467432065645563,0.207,0.188,2.1781160555737e-59,"18","CCNK"
"XRN1.2",1.38774192334569e-63,-0.538988924051605,0.439,0.436,2.47059694613233e-59,"18","XRN1"
"ADAM8.2",1.43224199518243e-63,-0.533676381969583,0.529,0.539,2.54982042402329e-59,"18","ADAM8"
"ZNF160.3",1.44758516465794e-63,-0.308864695881086,0.285,0.235,2.57713586864053e-59,"18","ZNF160"
"SPECC1.2",1.47171147637074e-63,1.74912943484751,0.11,0.022,2.62008794138283e-59,"18","SPECC1"
"H2AFX.2",1.53078124535194e-63,0.50175159836381,0.224,0.117,2.72524985110005e-59,"18","H2AFX"
"CHID1.1",1.63478638270074e-63,0.124275483863156,0.128,0.075,2.91041019712213e-59,"18","CHID1"
"GBE1.3",1.64721987814488e-63,1.22701932328368,0.285,0.109,2.93254554906133e-59,"18","GBE1"
"ZNF292.3",1.85690957756349e-63,-0.462964117294075,0.581,0.556,3.30585612093628e-59,"18","ZNF292"
"ABCF1",2.04858300246649e-63,-0.105567564157335,0.285,0.215,3.64709231929109e-59,"18","ABCF1"
"SH3BGRL.2",2.04898729785129e-63,-0.296647013652586,0.491,0.441,3.64781208636465e-59,"18","SH3BGRL"
"SNRPA1.1",2.10336620867664e-63,-0.188624503355939,0.291,0.235,3.74462286130701e-59,"18","SNRPA1"
"CDC42SE2.1",2.12878538086122e-63,-0.498628763302471,0.593,0.597,3.78987661354723e-59,"18","CDC42SE2"
"NCOR1.1",2.13386091403658e-63,-0.424538756212459,0.536,0.518,3.79891258525932e-59,"18","NCOR1"
"TPST2.2",2.1730350627391e-63,0.419558217964592,0.564,0.368,3.86865432219443e-59,"18","TPST2"
"MTHFD2.1",2.19822202200634e-63,0.455540807427612,0.298,0.16,3.9134946657779e-59,"18","MTHFD2"
"MGAT5.3",2.28817697648699e-63,1.18167750186235,0.184,0.061,4.07364147123978e-59,"18","MGAT5"
"TRIM22.1",2.30599993560018e-63,-0.907765733747596,0.381,0.461,4.105371685349e-59,"18","TRIM22"
"AASDHPPT",2.40629092319026e-63,-0.117067645106415,0.278,0.213,4.28391973055562e-59,"18","AASDHPPT"
"CD82.3",2.41427005640585e-63,0.851745613738486,0.281,0.125,4.29812498141934e-59,"18","CD82"
"WDR43.2",2.64574952580885e-63,0.60569726236117,0.184,0.084,4.71022788079749e-59,"18","WDR43"
"BRD2.1",2.78416913158399e-63,-0.293615848377878,0.52,0.466,4.95665630495898e-59,"18","BRD2"
"PTPN2.3",2.84155642821202e-63,0.329358679924589,0.435,0.277,5.05882290914585e-59,"18","PTPN2"
"PDLIM2",2.90851719988461e-63,-0.144016558814186,0.261,0.202,5.17803317095456e-59,"18","PDLIM2"
"RPL36A.2",3.02724841645022e-63,0.449298775055555,0.963,0.855,5.38941035580633e-59,"18","RPL36A"
"LARS.3",3.16423321307304e-63,0.686350984862527,0.234,0.11,5.63328438923393e-59,"18","LARS"
"WDR54.2",3.16426452044744e-63,-0.256535655220706,0.363,0.308,5.63334012575257e-59,"18","WDR54"
"KMT2E.1",3.25873107999186e-63,-0.389405483901646,0.696,0.664,5.8015189417095e-59,"18","KMT2E"
"MARCH7",3.28250738672707e-63,-0.379678552219815,0.287,0.26,5.8438479005902e-59,"18","MARCH7"
"N4BP1.1",3.39659508964939e-63,-0.813866568180791,0.268,0.305,6.04695823810281e-59,"18","N4BP1"
"EGLN3.3",3.49511867620744e-63,3.37229964989039,0.096,0.008,6.22235977925211e-59,"18","EGLN3"
"SH3KBP1.2",3.80317278871611e-63,-0.884883142872169,0.335,0.42,6.77078851575129e-59,"18","SH3KBP1"
"KIAA0319L.1",3.93346974950623e-63,0.786016301750113,0.241,0.106,7.00275619504595e-59,"18","KIAA0319L"
"TSC22D4.1",3.94597013279066e-63,-0.310443410473058,0.494,0.449,7.02501062740721e-59,"18","TSC22D4"
"EIF5",4.31720802493961e-63,-0.15498922735073,0.535,0.452,7.6859254468e-59,"18","EIF5"
"DR1",4.48460015448036e-63,-0.220784053590365,0.278,0.229,7.98393365502139e-59,"18","DR1"
"PPIH",4.77410241776977e-63,-0.108175718625458,0.214,0.16,8.49933453435553e-59,"18","PPIH"
"STX10",4.8630269799223e-63,0.207918343626907,0.301,0.195,8.65764693235567e-59,"18","STX10"
"KLHL6.3",4.90957515252628e-63,0.600864975661197,0.223,0.104,8.74051664404254e-59,"18","KLHL6"
"GNL3.1",5.03929836195602e-63,0.566840527178053,0.179,0.084,8.9714628737903e-59,"18","GNL3"
"WASF2.1",5.12142402238451e-63,-0.352929797872791,0.486,0.456,9.11767118705114e-59,"18","WASF2"
"C8orf76.2",5.16991928922977e-63,-0.105094345637327,0.161,0.113,9.20400731061576e-59,"18","C8orf76"
"CCDC50.3",5.19472013679025e-63,0.838398165041593,0.195,0.08,9.24816025952768e-59,"18","CCDC50"
"RBM38.2",5.26021974870914e-63,-0.79782096703652,0.365,0.438,9.36476921862687e-59,"18","RBM38"
"PAGR1.1",5.42927122595923e-63,-0.281206940189825,0.221,0.182,9.66573156357522e-59,"18","PAGR1"
"NUB1.1",5.48468504101806e-63,-0.466757401582215,0.349,0.331,9.76438477852445e-59,"18","NUB1"
"SIPA1.2",6.09507115890727e-63,-0.20491829390591,0.433,0.36,1.08510551842026e-58,"18","SIPA1"
"CIAO2B.1",6.32194290247591e-63,0.352914205505859,0.586,0.395,1.12549549492779e-58,"18","CIAO2B"
"PRPF4B.1",6.43121476396941e-63,-0.18313975625239,0.423,0.348,1.14494916442947e-58,"18","PRPF4B"
"ZFAND1",6.65155895445003e-63,0.242396312896212,0.23,0.14,1.18417704066074e-58,"18","ZFAND1"
"HADHA.1",6.66157028720555e-63,0.169925411656796,0.394,0.269,1.1859593582312e-58,"18","HADHA"
"EXOSC10",6.84628028502314e-63,-0.378020249693162,0.186,0.155,1.21884327914267e-58,"18","EXOSC10"
"RABL6.3",7.12436663290275e-63,-0.340782727766366,0.228,0.191,1.26835099165568e-58,"18","RABL6"
"NASP",7.36395708428732e-63,-0.282119675435547,0.375,0.327,1.31100527971567e-58,"18","NASP"
"SSBP4.2",7.54558411398758e-63,-0.19313109150886,0.505,0.428,1.34334033981321e-58,"18","SSBP4"
"SENP6.1",7.79104086421936e-63,-0.235129820602339,0.347,0.289,1.38703900505697e-58,"18","SENP6"
"RNPEPL1.1",7.98889492309115e-63,-0.195420692601802,0.421,0.354,1.42226296315792e-58,"18","RNPEPL1"
"ABHD2.3",8.04153552014169e-63,0.546119032307709,0.447,0.259,1.43163456865083e-58,"18","ABHD2"
"LRRC59",8.31826904862095e-63,-0.111071485926073,0.157,0.111,1.48090143872599e-58,"18","LRRC59"
"HP1BP3.2",8.44199153703529e-63,-0.363326512089576,0.632,0.587,1.50292775333839e-58,"18","HP1BP3"
"ABTB1.2",8.59399880906235e-63,-0.661990477101098,0.312,0.343,1.52998960797737e-58,"18","ABTB1"
"POLDIP2",8.76545186495664e-63,-0.135696551851423,0.168,0.125,1.56051339551823e-58,"18","POLDIP2"
"ACD",8.79549296466049e-63,-0.162264198283262,0.21,0.167,1.56586161249851e-58,"18","ACD"
"BRK1",8.93562181407626e-63,0.10626536287929,0.693,0.532,1.59080875156e-58,"18","BRK1"
"PTGES2.1",9.25092845637574e-63,0.276410939791504,0.2,0.117,1.64694279308857e-58,"18","PTGES2"
"LDHB",9.50393949101609e-63,0.305706398039565,0.683,0.469,1.69198634758559e-58,"18","LDHB"
"CHMP4B.1",9.58081458870403e-63,0.135814469373839,0.315,0.213,1.70567242122698e-58,"18","CHMP4B"
"SQSTM1.1",1.00364591846978e-62,-0.48021823364998,0.764,0.752,1.78679082865174e-58,"18","SQSTM1"
"ATP2B4.2",1.0459996601923e-62,-0.700267523696039,0.364,0.401,1.86219319504036e-58,"18","ATP2B4"
"ICAM1.3",1.07885596655501e-62,1.11110921227294,0.202,0.072,1.92068727725788e-58,"18","ICAM1"
"LSM7.2",1.09247900752711e-62,0.112117433508286,0.54,0.399,1.94494037710052e-58,"18","LSM7"
"TOX4",1.09678175417966e-62,-0.227599187271396,0.276,0.228,1.95260055696605e-58,"18","TOX4"
"CHKB.3",1.11121400769102e-62,-0.265842993142381,0.385,0.334,1.97829429789232e-58,"18","CHKB"
"APOBEC3C.1",1.11848969098138e-62,-0.175634031606488,0.307,0.243,1.99124719685416e-58,"18","APOBEC3C"
"ALYREF",1.1209051480848e-62,0.329383122252173,0.365,0.229,1.99554743513537e-58,"18","ALYREF"
"IGFBP7.2",1.16922949080945e-62,0.364056517652619,0.328,0.182,2.08157926248806e-58,"18","IGFBP7"
"MRPS17.1",1.24318290128381e-62,0.270479516706938,0.15,0.083,2.21323851915556e-58,"18","MRPS17"
"YDJC.2",1.28247830076334e-62,0.151524005918269,0.243,0.159,2.28319611884898e-58,"18","YDJC"
"GPATCH8.1",1.28534941809019e-62,-0.4083670535949,0.309,0.278,2.28830756902597e-58,"18","GPATCH8"
"TSEN54.3",1.29096778019162e-62,-0.526619711996631,0.348,0.353,2.29830993907514e-58,"18","TSEN54"
"ATG3.2",1.32225758961409e-62,-0.307716858749464,0.25,0.215,2.35401518678997e-58,"18","ATG3"
"SYTL1.3",1.42542363524592e-62,-0.405500788883069,0.472,0.44,2.53768169782831e-58,"18","SYTL1"
"ZBTB1.2",1.44846932152347e-62,-0.785096955425019,0.276,0.314,2.57870993310823e-58,"18","ZBTB1"
"GRHPR",1.46110356754271e-62,0.23763658871349,0.21,0.127,2.60120268129628e-58,"18","GRHPR"
"STAT3",1.47299973214692e-62,-0.117193820432603,0.468,0.377,2.62238142314116e-58,"18","STAT3"
"UROS.2",1.52588766598529e-62,0.619041664351607,0.242,0.119,2.71653781175362e-58,"18","UROS"
"CDKN1B.2",1.55914136705861e-62,-0.742953428680975,0.377,0.436,2.77573937577444e-58,"18","CDKN1B"
"STK10.1",1.57374418707846e-62,-0.5928350346024,0.477,0.5,2.80173677625578e-58,"18","STK10"
"SNRPD1.1",1.57999417973838e-62,0.471142102484833,0.33,0.188,2.81286363818824e-58,"18","SNRPD1"
"POP4.2",1.62278581964188e-62,-0.207468250493207,0.193,0.151,2.88904559470843e-58,"18","POP4"
"NARF.2",1.62564457321452e-62,-0.137498892702956,0.557,0.457,2.89413503369381e-58,"18","NARF"
"APRT.1",1.68715287188312e-62,0.550950135974592,0.676,0.439,3.00363825781351e-58,"18","APRT"
"HNRNPC",1.75750971470306e-62,-0.16834297606635,0.648,0.553,3.12889454508585e-58,"18","HNRNPC"
"NUDT16.2",1.83861834376622e-62,0.886783704922551,0.12,0.042,3.273292237407e-58,"18","NUDT16"
"MAPKAPK2.2",1.89515159515944e-62,-0.386369819130447,0.322,0.295,3.37393838486235e-58,"18","MAPKAPK2"
"PIK3R1.3",1.94644756180913e-62,-0.331208021529688,0.631,0.556,3.46526059428879e-58,"18","PIK3R1"
"SHISA5.1",2.04673739171332e-62,-0.506604283070819,0.536,0.548,3.64380657846723e-58,"18","SHISA5"
"MFNG.1",2.07993855975999e-62,0.338082212427622,0.355,0.222,3.70291461794072e-58,"18","MFNG"
"KDELR2.1",2.17010714646026e-62,-0.304933723500441,0.362,0.316,3.8634417528432e-58,"18","KDELR2"
"SRSF1",2.2976593642393e-62,-0.127139942403552,0.328,0.258,4.09052296615522e-58,"18","SRSF1"
"FMNL1.1",2.31119197088412e-62,-0.414349303829304,0.626,0.609,4.114615065765e-58,"18","FMNL1"
"PSMB9.1",2.34096276703132e-62,-0.37392305886725,0.856,0.812,4.16761601414586e-58,"18","PSMB9"
"HNRNPUL1.2",2.39376947771722e-62,-0.218571698233663,0.369,0.311,4.26162780117996e-58,"18","HNRNPUL1"
"APEX1.2",2.43068322429875e-62,0.623390986371443,0.341,0.182,4.32734534421906e-58,"18","APEX1"
"YPEL5.1",2.49835198735561e-62,-0.489347972273437,0.308,0.302,4.4478160430892e-58,"18","YPEL5"
"USP11.1",2.554011444415e-62,-0.261448495044738,0.202,0.16,4.54690657449202e-58,"18","USP11"
"TNFAIP8.2",2.66729464929972e-62,0.299880668113313,0.418,0.267,4.7485846641483e-58,"18","TNFAIP8"
"HDHD5.2",2.71173076084734e-62,0.375049974539542,0.254,0.142,4.82769427353652e-58,"18","HDHD5"
"LSM4.1",2.78883444093806e-62,0.582845175563918,0.355,0.195,4.96496195520202e-58,"18","LSM4"
"GAS5.1",2.90532590139298e-62,0.496991848194322,0.624,0.404,5.17235170224991e-58,"18","GAS5"
"TM9SF2",2.98137020391479e-62,-0.125943167299854,0.344,0.275,5.30773337402949e-58,"18","TM9SF2"
"TRAPPC10.2",2.98294276098492e-62,-0.377131777119272,0.433,0.397,5.31053299738145e-58,"18","TRAPPC10"
"THOC6.2",3.07007695701682e-62,0.579677124338033,0.146,0.064,5.46565800657705e-58,"18","THOC6"
"SUZ12.2",3.10346863759087e-62,-0.339868170323772,0.311,0.278,5.52510521550302e-58,"18","SUZ12"
"ZBTB38.3",3.15267675035565e-62,-1.16802219165797,0.216,0.318,5.61271041865816e-58,"18","ZBTB38"
"GNB2",3.2321289969916e-62,-0.18339282054195,0.652,0.568,5.75415925334415e-58,"18","GNB2"
"ANXA1.2",3.30644833468151e-62,-0.682461308646065,0.609,0.691,5.8864699702335e-58,"18","ANXA1"
"TMEM87A.2",3.54061176052532e-62,-0.196306188017962,0.263,0.211,6.30335111726323e-58,"18","TMEM87A"
"UBR1.1",3.60834649672631e-62,-0.400273421086017,0.178,0.149,6.42393926812185e-58,"18","UBR1"
"B3GALT6.1",3.67016732417352e-62,0.51933776259281,0.193,0.097,6.53399888722611e-58,"18","B3GALT6"
"LPIN2.3",3.69252555910301e-62,-0.902163027360146,0.287,0.356,6.57380325287108e-58,"18","LPIN2"
"NUCB1.1",3.70127171379783e-62,0.225813345231055,0.419,0.279,6.58937403207428e-58,"18","NUCB1"
"NDUFS8.1",3.86710433035863e-62,0.251898136507599,0.504,0.344,6.88460583933746e-58,"18","NDUFS8"
"PNKP.1",3.91478338409113e-62,-0.236829036204618,0.199,0.158,6.96948885869745e-58,"18","PNKP"
"POP5.2",3.94008653357276e-62,0.135442295214821,0.191,0.119,7.01453605571958e-58,"18","POP5"
"PRMT1.1",4.22353636461998e-62,0.423713477633946,0.511,0.326,7.51916178993295e-58,"18","PRMT1"
"LRPPRC.1",4.26248952829135e-62,0.203200097525722,0.199,0.119,7.58851010721709e-58,"18","LRPPRC"
"IGFBP2.3",4.47354532607772e-62,1.51567812080068,0.217,0.063,7.96425274401617e-58,"18","IGFBP2"
"PACS1.1",4.53500641173256e-62,-0.435284956267743,0.387,0.365,8.07367191480748e-58,"18","PACS1"
"CCT4.1",4.76559154756046e-62,0.321648477100118,0.482,0.317,8.48418263212188e-58,"18","CCT4"
"TPP2.2",4.847542486374e-62,-0.170426285592477,0.274,0.214,8.63007988849162e-58,"18","TPP2"
"ZNF217.2",4.85560034425953e-62,0.210770840241855,0.367,0.242,8.64442529288524e-58,"18","ZNF217"
"NOL12.1",4.96833550974555e-62,0.111527646543193,0.184,0.116,8.845127708e-58,"18","NOL12"
"DDX18",4.99322777676129e-62,0.128760001996115,0.547,0.396,8.88944341096812e-58,"18","DDX18"
"PRR14.1",5.04815330548192e-62,-0.292028351594284,0.227,0.188,8.98722732974945e-58,"18","PRR14"
"TRIP12.3",5.15163575218105e-62,-0.145282601876184,0.315,0.245,9.17145712960792e-58,"18","TRIP12"
"WBP11.1",5.35048934243386e-62,-0.134639637327903,0.252,0.195,9.52547617633501e-58,"18","WBP11"
"JKAMP.1",5.63317988079192e-62,-0.211484790632114,0.19,0.15,1.00287501417739e-57,"18","JKAMP"
"ITGAL.1",5.79110511975198e-62,-0.544699177688263,0.473,0.481,1.03099044446944e-57,"18","ITGAL"
"CLDND1.2",5.79820717176727e-62,0.698557758892068,0.678,0.432,1.03225482278973e-57,"18","CLDND1"
"MFSD10.2",5.80838579978223e-62,-0.150674367421113,0.482,0.402,1.03406692393523e-57,"18","MFSD10"
"GPR65.2",5.83432355440611e-62,0.541418491251729,0.441,0.255,1.03868462239092e-57,"18","GPR65"
"STARD3.1",5.94704819711529e-62,-0.267229202152374,0.224,0.182,1.05875299053243e-57,"18","STARD3"
"SATB1.3",6.92010062253334e-62,0.44859736017789,0.368,0.214,1.23198551382961e-57,"18","SATB1"
"CD99.1",7.01929940924229e-62,-0.472690464500903,0.773,0.786,1.2496458738274e-57,"18","CD99"
"CFLAR.1",7.7661284032487e-62,-0.309752779536109,0.649,0.589,1.38260383963037e-57,"18","CFLAR"
"MRGBP.2",7.81482653789987e-62,-0.201396715457331,0.257,0.209,1.39127356854231e-57,"18","MRGBP"
"SDAD1.2",8.06393996310053e-62,0.356691890127362,0.215,0.122,1.43562323163079e-57,"18","SDAD1"
"ANKRD13D.1",8.34458881745733e-62,-0.119364045891664,0.333,0.26,1.48558714717193e-57,"18","ANKRD13D"
"PHTF1.3",8.49078414171054e-62,-0.20162531709831,0.165,0.122,1.51161430074873e-57,"18","PHTF1"
"TAF15",8.7825336219418e-62,-0.145007903211256,0.426,0.34,1.5635544607143e-57,"18","TAF15"
"PHPT1.1",9.7037832552817e-62,0.36930249633014,0.383,0.235,1.7275645329378e-57,"18","PHPT1"
"C19orf25",9.74123233279557e-62,-0.371663956755224,0.214,0.187,1.73423159220759e-57,"18","C19orf25"
"PPP3CC.1",9.9256681392104e-62,-0.305048874396989,0.399,0.352,1.76706669882363e-57,"18","PPP3CC"
"TSFM.1",9.92836299422085e-62,0.377338331021573,0.162,0.085,1.76754646386114e-57,"18","TSFM"
"PNRC2",1.05267056992046e-61,-0.329959705568687,0.363,0.324,1.87406941562939e-57,"18","PNRC2"
"CRLS1.1",1.06000604518228e-61,0.457280415012483,0.157,0.078,1.88712876223802e-57,"18","CRLS1"
"IST1.1",1.07944693624721e-61,-0.396205987966349,0.281,0.261,1.92173938060091e-57,"18","IST1"
"MECP2.2",1.12846901484886e-61,-0.862690159619009,0.234,0.28,2.00901338713543e-57,"18","MECP2"
"SERPINB1.1",1.16586240797529e-61,0.316186899156349,0.489,0.32,2.07558484491842e-57,"18","SERPINB1"
"PCBP1-AS1",1.21963162895936e-61,-0.179299637373167,0.259,0.204,2.17131018903635e-57,"18","PCBP1-AS1"
"HMGN2",1.2488519865142e-61,-0.363320142304689,0.574,0.532,2.22333119159123e-57,"18","HMGN2"
"GEMIN7.2",1.30424204886562e-61,-0.160035230424465,0.292,0.231,2.32194211959546e-57,"18","GEMIN7"
"DNAJB14.1",1.3224589657561e-61,-0.219131465506852,0.333,0.275,2.35437369673558e-57,"18","DNAJB14"
"EIF2B1.1",1.32772928323167e-61,0.245597223940728,0.205,0.121,2.36375644293734e-57,"18","EIF2B1"
"HMCES.1",1.43140828409339e-61,-0.253937312179004,0.181,0.147,2.54833616817147e-57,"18","HMCES"
"NCR3.2",1.48736307531396e-61,1.68518331362691,0.225,0.069,2.64795248298144e-57,"18","NCR3"
"RABGAP1L.3",1.50046083768127e-61,-0.460164383521446,0.648,0.61,2.67127042932396e-57,"18","RABGAP1L"
"ATP6V1H.1",1.51779090297781e-61,-0.130237566523793,0.207,0.154,2.70212314457139e-57,"18","ATP6V1H"
"SELENOK.1",1.56689302867149e-61,-0.2204801909533,0.446,0.384,2.78953965894385e-57,"18","SELENOK"
"HNRNPM.1",1.57892543825126e-61,0.110297846276967,0.371,0.261,2.81096095771872e-57,"18","HNRNPM"
"ZNF148.1",1.6262984025575e-61,-0.189286213494152,0.331,0.272,2.89529904607312e-57,"18","ZNF148"
"SP3.1",1.72440290249735e-61,-0.355667691868786,0.288,0.259,3.06995448731602e-57,"18","SP3"
"SMG1.2",1.79952361106835e-61,-0.11709065211591,0.469,0.372,3.20369188478499e-57,"18","SMG1"
"ILKAP.1",1.81947594872771e-61,-0.268734344995929,0.283,0.237,3.23921303151994e-57,"18","ILKAP"
"LEPROTL1.3",1.82160092031615e-61,-0.275627396186234,0.569,0.504,3.24299611843885e-57,"18","LEPROTL1"
"GOSR1.2",1.86687380576304e-61,-0.123811696275551,0.205,0.153,3.32359543639994e-57,"18","GOSR1"
"SRRM1.2",1.90829333243603e-61,-0.147594452018468,0.645,0.543,3.39733461973587e-57,"18","SRRM1"
"CTBP2.1",2.00820872443613e-61,-0.149450196306135,0.286,0.223,3.57521399211364e-57,"18","CTBP2"
"SSBP1",2.03587703541896e-61,0.143030643590122,0.515,0.375,3.62447188615637e-57,"18","SSBP1"
"FAM49B",2.07940740322388e-61,-0.331609651208228,0.675,0.622,3.70196899995948e-57,"18","FAM49B"
"DECR1.1",2.17986998966296e-61,-0.42679455495031,0.285,0.264,3.88082254259698e-57,"18","DECR1"
"ACP1.1",2.1821873657775e-61,-0.128008126111759,0.439,0.363,3.88494816729368e-57,"18","ACP1"
"CSK",2.32824920580579e-61,-0.293151067763197,0.714,0.663,4.14498206109604e-57,"18","CSK"
"PIH1D1.1",2.37429202410095e-61,-0.289623426458992,0.338,0.293,4.22695209050692e-57,"18","PIH1D1"
"B2M.2",2.40694549433097e-61,-0.356830961010198,1,0.999,4.28508506355743e-57,"18","B2M"
"GRAP2.3",2.41999301106189e-61,-1.92335054431829,0.092,0.22,4.30831355759347e-57,"18","GRAP2"
"PJA2",2.55865220045545e-61,-0.112543578020341,0.412,0.329,4.55516851247084e-57,"18","PJA2"
"XAB2.1",2.57677667765701e-61,-0.329777773901014,0.227,0.198,4.58743551923278e-57,"18","XAB2"
"SETD5",2.58662418593127e-61,-0.266699729161901,0.307,0.259,4.60496703821343e-57,"18","SETD5"
"SNX5.2",2.678863005942e-61,-0.277716368767703,0.254,0.213,4.76917980947854e-57,"18","SNX5"
"UBR2.2",2.77306857890288e-61,-0.672731123493357,0.265,0.279,4.93689399102079e-57,"18","UBR2"
"USP14.2",2.79620876895737e-61,0.175195029702383,0.216,0.132,4.9780904713748e-57,"18","USP14"
"MYO9B.1",2.90177406746629e-61,-0.278606435057248,0.307,0.262,5.16602837231024e-57,"18","MYO9B"
"YARS.2",2.90290656230635e-61,-0.140140760864496,0.449,0.362,5.16804455287399e-57,"18","YARS"
"NIT2",2.93403129948456e-61,0.339905393767347,0.202,0.115,5.22345592247236e-57,"18","NIT2"
"NBN.2",3.02752873953564e-61,-0.364979825803214,0.245,0.213,5.38990941499531e-57,"18","NBN"
"BOLA3.3",3.03549539581375e-61,0.454926025877314,0.168,0.083,5.40409245316722e-57,"18","BOLA3"
"RNF114.1",3.03978929144168e-61,-0.342656143195981,0.259,0.231,5.41173687555362e-57,"18","RNF114"
"KRT10.1",3.05973512784642e-61,0.224379832574013,0.667,0.485,5.44724644810498e-57,"18","KRT10"
"CTDNEP1",3.07374505959611e-61,-0.156161629073103,0.537,0.455,5.47218832959895e-57,"18","CTDNEP1"
"RHOG.1",3.07759511610647e-61,-0.283824854130229,0.565,0.515,5.47904258520435e-57,"18","RHOG"
"VPS4B.1",3.10002481388729e-61,-0.24626321754721,0.343,0.29,5.51897417616353e-57,"18","VPS4B"
"ZNF721.1",3.12416171682391e-61,-0.16188704627907,0.234,0.18,5.56194510446161e-57,"18","ZNF721"
"SMARCC2.1",3.18019855524052e-61,-0.189918148968995,0.344,0.282,5.6617074878947e-57,"18","SMARCC2"
"NCALD.3",3.23363097364279e-61,0.507773435387324,0.278,0.146,5.75683322237627e-57,"18","NCALD"
"C11orf58.1",3.41583116006435e-61,-0.144226948832667,0.598,0.511,6.08120421426257e-57,"18","C11orf58"
"TIMM10.2",3.54446397650903e-61,0.599870647503071,0.177,0.08,6.31020921737903e-57,"18","TIMM10"
"ZNF706.3",3.55086929699252e-61,-0.205404514105976,0.38,0.322,6.32161260943579e-57,"18","ZNF706"
"PSMD1.2",3.5609036871302e-61,0.268086592719061,0.181,0.102,6.3394768341979e-57,"18","PSMD1"
"HCFC1R1.2",3.64957833045863e-61,-0.240246637905157,0.328,0.274,6.4973443017155e-57,"18","HCFC1R1"
"DNAJC1.1",3.69603343263604e-61,-0.329919448482972,0.477,0.43,6.58004832012194e-57,"18","DNAJC1"
"SUPT7L",3.75585358916099e-61,-0.126203747248603,0.17,0.121,6.6865461447833e-57,"18","SUPT7L"
"EIF3J-DT.2",3.90152423315128e-61,0.284738125822774,0.172,0.095,6.94588359227923e-57,"18","EIF3J-DT"
"DHPS",3.95799720391071e-61,-0.170459292572975,0.348,0.285,7.04642242212223e-57,"18","DHPS"
"MTA1.1",3.99613241644187e-61,0.163466030102253,0.19,0.119,7.11431454099146e-57,"18","MTA1"
"SCAF11.1",4.01341352554109e-61,-0.400657259488779,0.503,0.474,7.1450800995208e-57,"18","SCAF11"
"TMEM243.2",4.16695682529829e-61,0.281704040294946,0.313,0.196,7.41843323607855e-57,"18","TMEM243"
"HM13.1",4.2947776213526e-61,0.184345495069934,0.465,0.321,7.64599259929403e-57,"18","HM13"
"VOPP1.1",4.40906961545945e-61,-0.252938382639577,0.3,0.249,7.84946663640245e-57,"18","VOPP1"
"ASAH1.1",4.5220300120496e-61,-0.184973828198841,0.262,0.211,8.0505700304519e-57,"18","ASAH1"
"STX5.1",4.55894647261744e-61,-0.282177375881616,0.271,0.235,8.11629240520083e-57,"18","STX5"
"CDK17.2",4.8859415428003e-61,-0.340458332148632,0.369,0.336,8.69844172864737e-57,"18","CDK17"
"PRRC2B.1",4.90799652529021e-61,-0.602913577657326,0.334,0.345,8.73770621397416e-57,"18","PRRC2B"
"MICAL1.2",4.95570457292297e-61,1.45791508241704,0.096,0.022,8.82264085117476e-57,"18","MICAL1"
"VPS26C.2",5.04582940737627e-61,-0.132677540513924,0.226,0.172,8.98309009395197e-57,"18","VPS26C"
"EMD.3",5.09146514400501e-61,-0.278271237711708,0.389,0.344,9.06433539587213e-57,"18","EMD"
"SRP19",5.44263029510581e-61,0.105372088257002,0.373,0.263,9.68951471437687e-57,"18","SRP19"
"AP1S2.2",5.65535047173556e-61,0.200362028958719,0.233,0.146,1.00682204448308e-56,"18","AP1S2"
"HSPD1.2",5.69274828264073e-61,0.799665660149191,0.387,0.19,1.01347997675853e-56,"18","HSPD1"
"CDK9",5.76586300499637e-61,0.301458016438474,0.314,0.195,1.0264965907795e-56,"18","CDK9"
"DTD1.1",5.86556983827549e-61,0.247414537243121,0.224,0.136,1.04424739830819e-56,"18","DTD1"
"FAM50A",5.87589057759214e-61,-0.110979083602875,0.395,0.318,1.04608479952873e-56,"18","FAM50A"
"ITGB7.3",6.0283713886775e-61,0.797411247798728,0.328,0.157,1.07323095832626e-56,"18","ITGB7"
"BRWD1.1",6.04175012322134e-61,-0.520941083242897,0.284,0.278,1.0756127744371e-56,"18","BRWD1"
"PRDM1.3",6.51256464355214e-61,-2.05462220244558,0.082,0.252,1.15943188349159e-56,"18","PRDM1"
"LNPEP.1",6.65935031786602e-61,-0.279725920248862,0.584,0.519,1.18556413708969e-56,"18","LNPEP"
"UTRN.1",6.77305096685111e-61,-0.469656400273138,0.608,0.589,1.2058062636285e-56,"18","UTRN"
