"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,-3.79385814122003,0.131,0.424,0,"0","GBP5"
0,-3.08134218546602,0.081,0.575,0,"0","RPS4Y1"
0,-2.90498300020591,0.41,0.735,0,"0","STAT1"
0,-2.48573486153862,0.229,0.559,0,"0","GBP4"
0,-2.37890012370744,0.352,0.99,0,"0","APOO"
0,-1.91037350973853,0.476,0.997,0,"0","RBFOX2"
0,-1.51425418242865,0.536,0.951,0,"0","PTPRCAP"
0,-1.02277165294126,0.959,0.997,0,"0","MT-CO3"
0,-0.985193000615852,0.969,0.997,0,"0","RPL13A"
0,-0.962222337070918,0.961,0.996,0,"0","RPL4"
0,-0.92563970356997,0.929,0.994,0,"0","IL32"
0,-0.914146610423983,0.973,1,0,"0","RPL6"
0,-0.879332158591517,0.937,0.991,0,"0","RPL27A"
0,-0.845134550636395,0.991,1,0,"0","RPS16"
0,-0.826510611400117,0.991,1,0,"0","RPL37A"
0,-0.814018725171144,0.995,0.999,0,"0","RPS29"
0,0.758071038607157,0.999,0.997,0,"0","SARAF"
0,-0.731969542665795,0.997,1,0,"0","RPS2"
0,-0.687630677244187,0.996,1,0,"0","MT-CO1"
0,-0.64620280107019,0.991,1,0,"0","RPSA"
0,-0.602321329490075,0.998,1,0,"0","RPS6"
0,-0.59593665553804,0.995,1,0,"0","RPL27"
0,-0.592177046460921,0.995,1,0,"0","RPL15"
0,-0.580857460825842,0.999,1,0,"0","RPLP2"
0,-0.559759636189137,0.999,1,0,"0","RPS3A"
0,-0.550734308086569,1,1,0,"0","TPT1"
0,-0.535223407703561,0.999,1,0,"0","RPL37"
0,-0.512060691035927,0.999,1,0,"0","RPS8"
2.05037243024117e-320,-0.599204281130919,0.997,1,3.65027803755836e-316,"0","RPL5"
2.58419489631793e-316,-0.296038806749645,0.697,0.999,4.6006421739148e-312,"0","FP236383.3"
1.01860203940997e-315,7.34077002886408,0.315,0.038,1.81341721076157e-311,"0","MTRNR2L12"
1.06308367492976e-313,1.08522508556223,0.91,0.799,1.89260786647745e-309,"0","GNAS"
3.41032933000415e-310,-0.632908619764767,0.986,0.998,6.07140930620638e-306,"0","RPL10A"
4.47451083814483e-308,-2.57993352063262,0.168,0.474,7.96597164514924e-304,"0","GBP1"
4.36777246184176e-303,3.30031236769118,0.532,0.148,7.77594531381689e-299,"0","AL138963.4"
5.86927792990463e-302,-0.503279373553212,0.997,1,1.04490754986092e-297,"0","RPL22"
1.13688556614884e-296,0.96050934090964,0.986,0.939,2.02399737341478e-292,"0","LDHA"
3.72548684481287e-288,-1.35704432413583,0.537,0.816,6.63248422982035e-284,"0","LINC00861"
6.55928584457424e-286,0.975416417445112,0.961,0.809,1.16774965890955e-281,"0","VIM"
2.549799719941e-284,1.65540622827087,0.76,0.401,4.53940844141096e-280,"0","CORO1B"
8.37815786555309e-276,-0.77034800962605,0.924,0.979,1.49156344480442e-271,"0","GIMAP7"
7.42200940548457e-275,-0.596713147729594,0.988,1,1.32134033445842e-270,"0","RPL38"
3.09111487080049e-274,0.905495192711463,0.97,0.873,5.50311180448611e-270,"0","EMP3"
1.40242545050814e-263,-0.821556123266195,0.929,0.992,2.49673802953964e-259,"0","MT-ATP8"
7.89842725876263e-256,1.39280840208107,0.787,0.508,1.40615700487751e-251,"0","VEGFB"
2.47783770031207e-254,1.85566049579941,0.669,0.309,4.41129445786558e-250,"0","TSC22D3"
1.98082715606652e-252,0.852271356564799,0.994,0.981,3.52646658594523e-248,"0","GAPDH"
9.30684179823259e-248,0.727496197467144,0.984,0.939,1.65689704533935e-243,"0","RAC2"
9.185454596901e-247,1.10483641338612,0.93,0.789,1.63528648188629e-242,"0","GPI"
8.46727097327975e-244,1.46514510687245,0.772,0.454,1.50742825137299e-239,"0","SOCS3"
3.48829967224415e-243,0.812725934494843,0.971,0.876,6.21021990649627e-239,"0","PKM"
4.6970187578704e-243,-1.24053149076613,0.651,0.79,8.36210249463667e-239,"0","GBP2"
5.38941620888564e-237,0.999751728265827,0.94,0.809,9.5947776766791e-233,"0","LINC01578"
8.35805619936895e-236,0.680364725301299,0.984,0.935,1.48798474517365e-231,"0","RPL36AL"
4.56191292464012e-235,-0.855270326947656,0.821,0.933,8.12157357973681e-231,"0","PSME1"
3.58385935745943e-234,-1.33550325334352,0.562,0.707,6.38034481408503e-230,"0","IRF1"
3.08089311010546e-231,2.21886755214809,0.499,0.241,5.48491400392076e-227,"0","GAREM1"
1.11729391957643e-229,-0.316788235680715,0.999,1,1.98911836502191e-225,"0","RPS27A"
6.88275213933777e-229,-0.506719025127068,0.997,1,1.2253363633663e-224,"0","RPL17"
4.22375063455277e-225,0.973962713606093,0.922,0.777,7.5195432546943e-221,"0","HNRNPDL"
1.13926304454591e-221,0.814740633670476,0.976,0.923,2.02822999820509e-217,"0","H3F3B"
2.43808788640031e-221,-1.1649503047832,0.521,0.773,4.34052786415846e-217,"0","PSME2"
1.03429734646438e-220,-2.00219740386965,0.182,0.466,1.84135956591054e-216,"0","HAPLN3"
2.02498348165092e-220,-0.462695747234893,0.996,1,3.60507809238313e-216,"0","RPL21"
6.19781725670256e-219,1.02299766205061,0.905,0.712,1.10339740621076e-214,"0","CIRBP"
4.60790704927383e-217,-1.10447792479636,0.507,0.8,8.2034569198222e-213,"0","RPS10"
8.25081451925388e-210,1.94396194267719,0.558,0.217,1.46889250886277e-205,"0","KLF6"
3.04685339992912e-209,1.55164371819173,0.667,0.328,5.42431310789381e-205,"0","XBP1"
2.69231259235846e-203,1.46063659592927,0.685,0.364,4.79312410817577e-199,"0","ENO2"
7.31112769122452e-203,0.893477684381071,0.9,0.733,1.3016000628687e-198,"0","CD27"
2.30339551352431e-198,0.59015072769004,0.998,0.989,4.10073503272734e-194,"0","EIF1"
8.23475523710616e-196,-0.548667725522005,0.973,0.992,1.46603347486201e-191,"0","RPS11"
9.11437138426999e-193,0.587306887683557,0.991,0.981,1.62263153754159e-188,"0","HLA-E"
3.96944118534994e-192,1.2463336081972,0.79,0.549,7.0667961422785e-188,"0","JUND"
6.93067605507079e-191,-0.411328804368352,0.999,1,1.23386825808425e-186,"0","RPL3"
3.37429610339918e-188,0.796685640679105,0.947,0.872,6.00725935288157e-184,"0","SEPTIN9"
3.98886976913135e-188,-0.417630753991961,0.996,0.999,7.10138484998454e-184,"0","UBA52"
6.79548050906049e-188,1.2717042722785,0.706,0.38,1.20979939502804e-183,"0","CALHM6"
2.08136898191231e-187,0.931406490089261,0.948,0.859,3.70546119849848e-183,"0","UBC"
2.87079926157548e-186,-0.317421369269959,0.999,1,5.11088392538283e-182,"0","RPL34"
2.44615065010981e-182,0.666138891885088,0.983,0.949,4.3548820023905e-178,"0","PGK1"
5.39507749585171e-180,-0.742473234516489,0.802,0.931,9.60485646586479e-176,"0","RPL23"
2.89451276369721e-179,1.13960875226239,0.775,0.529,5.15310107321014e-175,"0","RHOG"
3.8123104468556e-179,1.58984394582731,0.631,0.355,6.78705628853702e-175,"0","HSPA5"
5.65951167271379e-179,-1.11765602464413,0.474,0.657,1.00756286309324e-174,"0","UBE2L6"
3.79513659587013e-175,0.571486681256566,0.996,0.986,6.75648168162759e-171,"0","PNRC1"
9.88124287827699e-170,1.88082762278499,0.466,0.164,1.75915766961965e-165,"0","CLIC1"
9.97474931584249e-170,-0.38231552776784,0.998,1,1.77580462069944e-165,"0","RPL23A"
1.83079755056726e-165,-1.7752226902031,0.194,0.422,3.2593688792749e-161,"0","EPSTI1"
6.05827998145325e-165,2.52363910556978,0.354,0.083,1.07855558509812e-160,"0","PPP1R15A"
7.43376582520074e-162,-0.417961864063748,0.99,1,1.32343332986049e-157,"0","EEF1B2"
4.47268812162859e-160,-0.68914014996887,0.786,0.906,7.96272666293537e-156,"0","RPS17"
5.41319649038121e-160,6.78726299997076,0.183,0.003,9.63711371182567e-156,"0","FOS"
1.05853766993556e-158,-0.379805520273605,0.995,1,1.88451461378628e-154,"0","EEF1G"
1.35757594716874e-158,0.696159607561831,0.966,0.903,2.41689245874451e-154,"0","ALDOA"
3.13946846193619e-157,0.933519986618133,0.803,0.521,5.589195702785e-153,"0","IGFBP2"
2.43480899962893e-153,-0.359397942877123,0.998,1,4.33469046203939e-149,"0","RPS7"
8.67768961937508e-153,0.542650813597362,0.977,0.933,1.54488908293734e-148,"0","TPI1"
9.52608416457333e-153,-0.23776916594783,1,1,1.69592876381899e-148,"0","RPL13"
2.45588479906985e-152,1.1654391244045,0.733,0.551,4.37221170778406e-148,"0","TAF1D"
2.19212584043578e-151,0.859259255184997,0.869,0.662,3.90264163372782e-147,"0","BNIP3"
6.62960250988345e-150,-0.269053376759122,1,1,1.18026813483455e-145,"0","EEF1A1"
1.98999508065041e-148,-0.83501897408886,0.603,0.801,3.54278824208192e-144,"0","EIF3L"
5.75162668385972e-148,1.19451159641344,0.659,0.379,1.02396209852755e-143,"0","CD5"
1.44450634601991e-147,1.71350077973922,0.469,0.189,2.57165464781924e-143,"0","SNHG12"
1.60920491411348e-147,1.15038299665986,0.679,0.421,2.86486750859623e-143,"0","MGAT1"
1.96678845597245e-144,-2.20741787210172,0.104,0.281,3.50147348816775e-140,"0","IFI44L"
2.31078959930789e-143,-2.37286578790108,0.061,0.268,4.11389872364784e-139,"0","BAIAP2L1"
2.49501028131357e-143,-0.966142372753703,0.493,0.696,4.44186680382255e-139,"0","PSMB10"
3.73552394522635e-143,-0.703372586867868,0.799,0.899,6.65035327968648e-139,"0","MT-ND5"
4.64765874022276e-142,0.63462309191755,0.926,0.771,8.27422685521857e-138,"0","BNIP3L"
1.08624952930603e-140,-0.552289287008475,0.881,0.967,1.93385003702353e-136,"0","H3F3A"
1.30886677186651e-140,0.791895750091488,0.872,0.738,2.33017551395394e-136,"0","IL16"
1.43543932307129e-139,-5.12233289285808,0.005,0.133,2.55551262686383e-135,"0","IL1B"
4.32609181695868e-139,1.27979148098312,0.592,0.321,7.70174126173154e-135,"0","GRK2"
9.82428171453757e-139,-1.22924667959338,0.351,0.558,1.74901687363912e-134,"0","TRIM22"
2.68594250060953e-138,0.408441977046561,1,1,4.78178343383515e-134,"0","MALAT1"
1.1733885830836e-137,0.894733432219697,0.835,0.668,2.08898369446374e-133,"0","SEC61G"
1.85269029680858e-136,-0.723948403582785,0.924,0.956,3.29834453540832e-132,"0","MT-CYB"
4.82587957242389e-135,-0.255218031379443,0.999,1,8.59151340278626e-131,"0","RPS21"
1.18279443876548e-133,-0.802997182019265,0.602,0.802,2.10572893933418e-129,"0","RPS20"
1.50456610422892e-133,0.391998617673282,0.998,0.997,2.67857903535874e-129,"0","MIF"
1.80400483690487e-133,0.8065424910314,0.874,0.772,3.21166981114174e-129,"0","PPIB"
1.15675302310737e-132,0.575556854736967,0.963,0.9,2.05936740703806e-128,"0","SRSF5"
5.24251691473201e-132,1.30164607672873,0.559,0.287,9.33325286329739e-128,"0","MAZ"
2.10081999917003e-131,0.662677685894954,0.913,0.801,3.74008984452241e-127,"0","RGS10"
7.8470607314577e-131,-0.484325168963144,0.984,0.999,1.39701222202141e-126,"0","IFITM1"
2.14804607672265e-129,0.937956637000848,0.78,0.595,3.82416643038934e-125,"0","ACTN1"
4.07876229825334e-129,0.495314749652651,0.987,0.978,7.26142051958042e-125,"0","PCBP1"
6.5671072210581e-129,0.610694727454597,0.941,0.861,1.16914209856497e-124,"0","PPDPF"
1.85334094511058e-127,-0.277175440308999,0.999,1,3.29950288458037e-123,"0","RACK1"
3.50115963913229e-127,0.860458524342489,0.777,0.534,6.23311450554722e-123,"0","CRIP1"
4.06141657432218e-126,0.827360009969476,0.826,0.649,7.23053992726578e-122,"0","UBALD2"
9.30861866359727e-126,1.24112724945026,0.565,0.296,1.65721338068022e-121,"0","KLF13"
1.42752053477008e-125,-0.416171608251244,0.976,0.992,2.54141480805117e-121,"0","RPL7"
1.78999173850592e-125,-2.73710504277051,0.033,0.201,3.18672229206208e-121,"0","DDX3Y"
3.81732329243068e-125,0.56344363462678,0.986,0.969,6.79598065751434e-121,"0","BTG1"
2.07826413167575e-123,0.602539873280425,0.943,0.893,3.69993363362234e-119,"0","TAGLN2"
4.41541305603799e-122,0.996557104708021,0.662,0.394,7.86075986366443e-118,"0","SIT1"
5.99272510767751e-122,0.552950007749753,0.959,0.889,1.06688485091983e-117,"0","ANP32B"
7.3434931795358e-122,-0.201956327100952,0.618,0.863,1.30736209075276e-117,"0","FP671120.4"
1.93105434348014e-121,0.642275876122497,0.919,0.841,3.4378560476977e-117,"0","YPEL3"
1.76056193672822e-120,2.5466951491381,0.255,0.052,3.13432841595725e-116,"0","AL133415.1"
7.16873352705439e-120,0.425536065647786,0.992,0.969,1.27624962982149e-115,"0","TCF7"
2.50606830892144e-116,0.535600704416102,0.954,0.879,4.46155341037284e-112,"0","LCK"
2.60810889739808e-116,1.28765767233436,0.59,0.355,4.6432162700378e-112,"0","HIST1H1E"
2.73027957510909e-116,0.431389495654444,0.987,0.969,4.86071672756671e-112,"0","ARHGDIB"
1.45764154591103e-115,-2.99267637771369,0.024,0.17,2.5950392441854e-111,"0","UTY"
