"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","hsa03010","Ribosome",36,0.508347777261254,2.63603427212305,9.40632493073954e-07,1.88126498614791e-06,9.90139466393635e-07,71,"tags=97%, list=40%, signal=73%","6204/6235/6122/6168/6157/3921/6124/6139/6173/4736/6222/6164/6194/9045/6208/6128/6234/6232/6230/6203/6227/25873/6169/6167/6158/6191/6170/6206/6141/11224/6137/6156/6154/6228/6209"
"2","hsa05171","Coronavirus disease - COVID-19",36,0.508347777261254,2.63603427212305,9.40632493073954e-07,1.88126498614791e-06,9.90139466393635e-07,71,"tags=97%, list=40%, signal=73%","6204/6235/6122/6168/6157/3921/6124/6139/6173/4736/6222/6164/6194/9045/6208/6128/6234/6232/6230/6203/6227/25873/6169/6167/6158/6191/6170/6206/6141/11224/6137/6156/6154/6228/6209"
