"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","hsa03010","Ribosome",54,-0.655724579860463,-3.5006377365955,1e-10,4.5e-09,4.31578947368421e-09,263,"tags=94%, list=32%, signal=69%","25873/2197/6141/6170/6230/6232/6142/6176/6229/6193/6208/6188/6137/6160/6164/6129/6227/6233/6122/7311/6201/6139/6146/6205/6169/6147/9349/6224/6202/6125/6155/6138/3921/6157/6167/4736/6144/6194/6218/6181/6187/6168/6189/6235/6128/6217/6124/100529239/6204/23521/6192"
"2","hsa05171","Coronavirus disease - COVID-19",60,-0.585847742151198,-3.22675594032356,1e-10,4.5e-09,4.31578947368421e-09,263,"tags=90%, list=32%, signal=66%","25873/2197/6141/6170/6230/6232/6142/6176/6229/6193/6208/6188/6137/6160/6164/6129/6227/6233/6122/7311/6201/6139/6146/6205/6169/6147/9349/6224/6202/6125/6155/6138/3921/6157/6167/4736/6144/6194/6218/10379/6181/6187/6168/6189/6235/6128/6217/6124/100529239/6204/23521/9636/6772/6192"
