"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","hsa05171","Coronavirus disease - COVID-19",58,-0.601238867968247,-2.50050424997924,5.77788360365245e-08,1.15557672073049e-07,NA,95,"tags=98%, list=62%, signal=60%","6134/6201/6231/6143/6156/9045/6159/6132/6210/6128/6138/6234/6130/7311/6161/6228/11224/6233/6158/6223/6170/6194/6176/6222/6154/6169/6188/6206/6137/6230/6164/6167/6144/6165/6155/6203/6229/6202/6208/23521/6217/6181/6147/3921/6173/6227/6124/6232/6168/6175/6157/6189/4736/6187/6192/6235/6772"
"2","hsa03010","Ribosome",57,-0.579510536226023,-2.40493033744249,3.79801478648154e-07,3.79801478648154e-07,NA,95,"tags=98%, list=62%, signal=60%","6134/6201/6231/6143/6156/9045/6159/6132/6210/6128/6138/6234/6130/7311/6161/6228/11224/6233/6158/6223/6170/6194/6176/6222/6154/6169/6188/6206/6137/6230/6164/6167/6144/6165/6155/6203/6229/6202/6208/23521/6217/6181/6147/3921/6173/6227/6124/6232/6168/6175/6157/6189/4736/6187/6192/6235"
