"orig.ident","wsnn_res.0.8","count","total","proportion"
"CE025_entry","10",21,2601,0.00807381776239908
"CE025_entry","11",188,2597,0.0723912206391991
"CE025_entry","12",269,2257,0.119184758529021
"CE025_entry","13",123,2168,0.0567343173431734
"CE025_entry","14",290,2119,0.136857008022652
"CE025_entry","15",179,1954,0.0916069600818833
"CE025_entry","16",14,1828,0.00765864332603939
"CE025_entry","17",109,1550,0.0703225806451613
"CE025_entry","18",142,1381,0.102824040550326
"CE025_entry","19",50,962,0.051975051975052
"CE025_entry","20",39,872,0.0447247706422018
"CE025_entry","21",56,824,0.0679611650485437
"CE025_entry","22",27,747,0.036144578313253
"CE025_entry","23",16,322,0.0496894409937888
"CE025_entry","24",18,183,0.0983606557377049
"CE025_entry","25",4,144,0.0277777777777778
"CE025_entry","26",6,90,0.0666666666666667
"CE025_entry","27",10,85,0.117647058823529
"CE025_entry","28",2,77,0.025974025974026
"CE025_entry","29",4,73,0.0547945205479452
"CE025_entry","singleton",7,247,0.0283400809716599
"CE037_entry","0",743,12090,0.0614557485525227
"CE037_entry","1",477,10730,0.0444547996272134
"CE037_entry","2",144,10222,0.0140872627665819
"CE037_entry","3",311,8444,0.0368308858360966
"CE037_entry","4",331,8075,0.0409907120743034
"CE037_entry","5",57,6470,0.00880989180834621
"CE037_entry","6",135,5170,0.0261121856866538
"CE037_entry","7",109,3322,0.0328115593016255
"CE037_entry","8",82,3181,0.0257780572147124
"CE037_entry","9",107,2900,0.0368965517241379
"CE037_entry","10",2,2601,0.000768935024990388
"CE037_entry","11",78,2597,0.0300346553715826
"CE037_entry","12",171,2257,0.075764288879043
"CE037_entry","13",29,2168,0.0133763837638376
"CE037_entry","14",55,2119,0.025955639452572
"CE037_entry","15",106,1954,0.0542476970317298
"CE037_entry","16",57,1828,0.0311816192560175
"CE037_entry","17",37,1550,0.0238709677419355
"CE037_entry","18",86,1381,0.0622737146994931
"CE037_entry","19",26,962,0.027027027027027
"CE037_entry","20",42,872,0.0481651376146789
"CE037_entry","21",38,824,0.0461165048543689
"CE037_entry","22",26,747,0.034805890227577
"CE037_entry","23",10,322,0.031055900621118
"CE037_entry","24",14,183,0.0765027322404372
"CE037_entry","25",11,144,0.0763888888888889
"CE037_entry","26",7,90,0.0777777777777778
"CE037_entry","27",5,85,0.0588235294117647
"CE037_entry","29",1,73,0.0136986301369863
"CE037_entry","singleton",14,247,0.0566801619433198
"CP002_entry","0",667,12090,0.0551695616211745
"CP002_entry","1",751,10730,0.0699906803355079
"CP002_entry","2",704,10222,0.0688710624144003
"CP002_entry","3",387,8444,0.0458313595452392
"CP002_entry","4",634,8075,0.0785139318885449
"CP002_entry","5",468,6470,0.0723338485316847
"CP002_entry","6",344,5170,0.0665377176015474
"CP002_entry","7",219,3322,0.0659241420830825
"CP002_entry","8",140,3181,0.0440113171958504
"CP002_entry","9",149,2900,0.0513793103448276
"CP002_entry","10",477,2601,0.183391003460208
"CP002_entry","11",142,2597,0.0546784751636504
"CP002_entry","12",50,2257,0.0221533008418254
"CP002_entry","13",141,2168,0.0650369003690037
"CP002_entry","14",172,2119,0.0811703633789523
"CP002_entry","15",144,1954,0.0736949846468782
"CP002_entry","16",101,1828,0.0552516411378556
"CP002_entry","17",160,1550,0.103225806451613
"CP002_entry","18",14,1381,0.0101375814627082
"CP002_entry","19",74,962,0.0769230769230769
"CP002_entry","20",60,872,0.0688073394495413
"CP002_entry","21",113,824,0.137135922330097
"CP002_entry","22",27,747,0.036144578313253
"CP002_entry","23",9,322,0.0279503105590062
"CP002_entry","24",45,183,0.245901639344262
"CP002_entry","25",7,144,0.0486111111111111
"CP002_entry","26",9,90,0.1
"CP002_entry","27",12,85,0.141176470588235
"CP002_entry","28",1,77,0.012987012987013
"CP002_entry","29",9,73,0.123287671232877
"CP002_entry","singleton",9,247,0.0364372469635627
"CP003_entry","0",490,12090,0.0405293631100083
"CP003_entry","1",449,10730,0.0418452935694315
"CP003_entry","2",423,10222,0.0413813343768343
"CP003_entry","3",434,8444,0.05139744197063
"CP003_entry","4",407,8075,0.0504024767801858
"CP003_entry","5",85,6470,0.0131375579598145
"CP003_entry","6",194,5170,0.0375241779497099
"CP003_entry","7",136,3322,0.0409391932570741
"CP003_entry","8",89,3181,0.0279786230745049
"CP003_entry","9",149,2900,0.0513793103448276
"CP003_entry","10",245,2601,0.0941945405613226
"CP003_entry","11",62,2597,0.0238737004235657
"CP003_entry","12",8,2257,0.00354452813469207
"CP003_entry","13",41,2168,0.0189114391143911
"CP003_entry","14",72,2119,0.0339782916470033
"CP003_entry","15",81,1954,0.041453428863869
"CP003_entry","16",105,1828,0.0574398249452954
"CP003_entry","17",33,1550,0.0212903225806452
"CP003_entry","18",11,1381,0.00796524257784214
"CP003_entry","19",57,962,0.0592515592515593
"CP003_entry","20",23,872,0.0263761467889908
"CP003_entry","21",19,824,0.0230582524271845
"CP003_entry","22",45,747,0.0602409638554217
"CP003_entry","23",4,322,0.0124223602484472
"CP003_entry","24",6,183,0.0327868852459016
"CP003_entry","27",7,85,0.0823529411764706
"CP003_entry","28",3,77,0.038961038961039
"CP003_entry","singleton",6,247,0.0242914979757085
"CP006_12m","0",87,12090,0.00719602977667494
"CP006_12m","1",247,10730,0.0230195712954334
"CP006_12m","2",575,10222,0.0562512228526707
"CP006_12m","3",102,8444,0.0120795831359545
"CP006_12m","4",237,8075,0.0293498452012384
"CP006_12m","5",602,6470,0.0930448222565688
"CP006_12m","6",465,5170,0.0899419729206963
"CP006_12m","7",179,3322,0.0538832028898254
"CP006_12m","8",206,3181,0.0647595095881798
"CP006_12m","9",188,2900,0.0648275862068965
"CP006_12m","10",448,2601,0.172241445597847
"CP006_12m","11",106,2597,0.0408163265306122
"CP006_12m","12",112,2257,0.049623393885689
"CP006_12m","13",135,2168,0.0622693726937269
"CP006_12m","14",151,2119,0.071260028315243
"CP006_12m","15",100,1954,0.0511770726714432
"CP006_12m","16",242,1828,0.132385120350109
"CP006_12m","17",15,1550,0.00967741935483871
"CP006_12m","18",99,1381,0.0716871832005793
"CP006_12m","19",90,962,0.0935550935550936
"CP006_12m","20",72,872,0.0825688073394495
"CP006_12m","21",34,824,0.0412621359223301
"CP006_12m","22",85,747,0.113788487282463
"CP006_12m","23",10,322,0.031055900621118
"CP006_12m","24",4,183,0.0218579234972678
"CP006_12m","25",35,144,0.243055555555556
"CP006_12m","26",5,90,0.0555555555555556
"CP006_12m","28",5,77,0.0649350649350649
"CP006_12m","singleton",31,247,0.125506072874494
"CP006_entry","0",1297,12090,0.107278742762614
"CP006_entry","1",948,10730,0.0883504193849021
"CP006_entry","2",414,10222,0.0405008804539229
"CP006_entry","3",563,8444,0.0666745618190431
"CP006_entry","4",1245,8075,0.154179566563467
"CP006_entry","5",157,6470,0.0242658423493045
"CP006_entry","6",129,5170,0.0249516441005803
"CP006_entry","7",99,3322,0.0298013245033113
"CP006_entry","8",168,3181,0.0528135806350204
"CP006_entry","9",141,2900,0.0486206896551724
"CP006_entry","10",68,2601,0.0261437908496732
"CP006_entry","11",186,2597,0.071621101270697
"CP006_entry","12",219,2257,0.0970314576871954
"CP006_entry","13",58,2168,0.0267527675276753
"CP006_entry","14",86,2119,0.0405851816894762
"CP006_entry","15",182,1954,0.0931422722620266
"CP006_entry","16",40,1828,0.0218818380743982
"CP006_entry","17",96,1550,0.0619354838709677
"CP006_entry","18",101,1381,0.0731354091238233
"CP006_entry","19",151,962,0.156964656964657
"CP006_entry","20",52,872,0.0596330275229358
"CP006_entry","21",41,824,0.0497572815533981
"CP006_entry","22",2,747,0.00267737617135207
"CP006_entry","23",1,322,0.0031055900621118
"CP006_entry","24",10,183,0.0546448087431694
"CP006_entry","25",15,144,0.104166666666667
"CP006_entry","26",7,90,0.0777777777777778
"CP006_entry","27",11,85,0.129411764705882
"CP006_entry","28",1,77,0.012987012987013
"CP006_entry","29",15,73,0.205479452054795
"CP006_entry","singleton",20,247,0.0809716599190283
"CP011_entry","0",217,12090,0.0179487179487179
"CP011_entry","1",355,10730,0.0330848089468779
"CP011_entry","2",532,10222,0.0520446096654275
"CP011_entry","3",492,8444,0.0582662245381336
"CP011_entry","4",366,8075,0.0453250773993808
"CP011_entry","5",499,6470,0.0771251931993818
"CP011_entry","6",149,5170,0.0288201160541586
"CP011_entry","7",101,3322,0.0304033714629741
"CP011_entry","8",146,3181,0.045897516504244
"CP011_entry","9",131,2900,0.0451724137931034
"CP011_entry","10",474,2601,0.182237600922722
"CP011_entry","11",97,2597,0.0373507893723527
"CP011_entry","12",109,2257,0.0482941958351794
"CP011_entry","13",133,2168,0.0613468634686347
"CP011_entry","14",40,2119,0.0188768286927796
"CP011_entry","15",100,1954,0.0511770726714432
"CP011_entry","16",139,1828,0.0760393873085339
"CP011_entry","17",97,1550,0.0625806451612903
"CP011_entry","18",115,1381,0.0832729905865315
"CP011_entry","19",31,962,0.0322245322245322
"CP011_entry","20",56,872,0.0642201834862385
"CP011_entry","21",20,824,0.0242718446601942
"CP011_entry","22",59,747,0.0789825970548862
"CP011_entry","23",7,322,0.0217391304347826
"CP011_entry","24",8,183,0.0437158469945355
"CP011_entry","25",15,144,0.104166666666667
"CP011_entry","26",4,90,0.0444444444444444
"CP011_entry","28",1,77,0.012987012987013
"CP011_entry","29",4,73,0.0547945205479452
"CP011_entry","singleton",14,247,0.0566801619433198
"CP013_entry","0",1125,12090,0.0930521091811414
"CP013_entry","1",1066,10730,0.0993476234855545
"CP013_entry","2",819,10222,0.0801213069849345
"CP013_entry","3",873,8444,0.103387020369493
"CP013_entry","4",740,8075,0.091640866873065
"CP013_entry","5",820,6470,0.126738794435858
"CP013_entry","6",487,5170,0.0941972920696325
"CP013_entry","7",408,3322,0.122817579771222
"CP013_entry","8",244,3181,0.0767054385413392
"CP013_entry","9",227,2900,0.0782758620689655
"CP013_entry","10",17,2601,0.0065359477124183
"CP013_entry","11",214,2597,0.0824027724297266
"CP013_entry","12",23,2257,0.0101905183872397
"CP013_entry","13",314,2168,0.144833948339483
"CP013_entry","14",268,2119,0.126474752241623
"CP013_entry","15",228,1954,0.11668372569089
"CP013_entry","16",109,1828,0.0596280087527352
"CP013_entry","17",397,1550,0.256129032258064
"CP013_entry","18",23,1381,0.0166545981173063
"CP013_entry","19",132,962,0.137214137214137
"CP013_entry","20",55,872,0.0630733944954128
"CP013_entry","21",78,824,0.0946601941747573
"CP013_entry","22",49,747,0.0655957161981258
"CP013_entry","23",151,322,0.468944099378882
"CP013_entry","24",3,183,0.0163934426229508
"CP013_entry","25",5,144,0.0347222222222222
"CP013_entry","26",2,90,0.0222222222222222
"CP013_entry","29",1,73,0.0136986301369863
"CP013_entry","singleton",25,247,0.101214574898785
"CP016_entry","0",448,12090,0.037055417700579
"CP016_entry","1",294,10730,0.0273998136067102
"CP016_entry","2",828,10222,0.0810017609078458
"CP016_entry","3",409,8444,0.0484367598294647
"CP016_entry","4",299,8075,0.0370278637770898
"CP016_entry","5",700,6470,0.108191653786708
"CP016_entry","6",452,5170,0.0874274661508704
"CP016_entry","7",231,3322,0.0695364238410596
"CP016_entry","8",205,3181,0.0644451430367809
"CP016_entry","9",172,2900,0.0593103448275862
"CP016_entry","10",130,2601,0.0499807766243752
"CP016_entry","11",225,2597,0.0866384289564883
"CP016_entry","12",153,2257,0.0677891005759858
"CP016_entry","13",218,2168,0.100553505535055
"CP016_entry","14",71,2119,0.0335063709296838
"CP016_entry","15",93,1954,0.0475946775844422
"CP016_entry","16",79,1828,0.0432166301969365
"CP016_entry","17",135,1550,0.0870967741935484
"CP016_entry","18",112,1381,0.0811006517016655
"CP016_entry","19",39,962,0.0405405405405405
"CP016_entry","20",89,872,0.102064220183486
"CP016_entry","21",22,824,0.0266990291262136
"CP016_entry","22",64,747,0.0856760374832664
"CP016_entry","23",26,322,0.0807453416149068
"CP016_entry","24",2,183,0.0109289617486339
"CP016_entry","25",1,144,0.00694444444444444
"CP016_entry","26",4,90,0.0444444444444444
"CP016_entry","27",1,85,0.0117647058823529
"CP016_entry","28",1,77,0.012987012987013
"CP016_entry","29",4,73,0.0547945205479452
"CP016_entry","singleton",2,247,0.00809716599190283
"CP017_entry","0",82,12090,0.00678246484698098
"CP017_entry","1",155,10730,0.0144454799627213
"CP017_entry","2",391,10222,0.0382508315398161
"CP017_entry","3",185,8444,0.0219090478446234
"CP017_entry","4",222,8075,0.0274922600619195
"CP017_entry","5",386,6470,0.0596599690880989
"CP017_entry","6",143,5170,0.0276595744680851
"CP017_entry","7",102,3322,0.0307043949428055
"CP017_entry","8",89,3181,0.0279786230745049
"CP017_entry","9",109,2900,0.0375862068965517
"CP017_entry","10",66,2601,0.0253748558246828
"CP017_entry","11",46,2597,0.0177127454755487
"CP017_entry","12",127,2257,0.0562693841382366
"CP017_entry","13",143,2168,0.0659594095940959
"CP017_entry","14",25,2119,0.0117980179329873
"CP017_entry","15",50,1954,0.0255885363357216
"CP017_entry","16",149,1828,0.0815098468271335
"CP017_entry","17",68,1550,0.0438709677419355
"CP017_entry","18",132,1381,0.0955829109341057
"CP017_entry","19",21,962,0.0218295218295218
"CP017_entry","20",59,872,0.0676605504587156
"CP017_entry","21",25,824,0.0303398058252427
"CP017_entry","22",40,747,0.0535475234270415
"CP017_entry","23",2,322,0.0062111801242236
"CP017_entry","24",13,183,0.0710382513661202
"CP017_entry","25",3,144,0.0208333333333333
"CP017_entry","26",3,90,0.0333333333333333
"CP017_entry","29",6,73,0.0821917808219178
"CP018_entry","0",2405,12090,0.198924731182796
"CP018_entry","1",594,10730,0.055358807082945
"CP018_entry","2",845,10222,0.0826648405400117
"CP018_entry","3",990,8444,0.117243012790147
"CP018_entry","4",237,8075,0.0293498452012384
"CP018_entry","5",229,6470,0.0353941267387944
"CP018_entry","6",412,5170,0.0796905222437137
"CP018_entry","7",120,3322,0.0361228175797712
"CP018_entry","8",210,3181,0.0660169757937755
"CP018_entry","9",327,2900,0.112758620689655
"CP018_entry","10",71,2601,0.0272971933871588
"CP018_entry","11",254,2597,0.097805159799769
"CP018_entry","12",151,2257,0.0669029685423128
"CP018_entry","13",86,2168,0.0396678966789668
"CP018_entry","14",78,2119,0.0368098159509202
"CP018_entry","15",23,1954,0.0117707267144319
"CP018_entry","16",4,1828,0.00218818380743982
"CP018_entry","17",98,1550,0.0632258064516129
"CP018_entry","18",71,1381,0.0514120202751629
"CP018_entry","19",10,962,0.0103950103950104
"CP018_entry","20",66,872,0.0756880733944954
"CP018_entry","21",43,824,0.0521844660194175
"CP018_entry","22",22,747,0.0294511378848728
"CP018_entry","23",12,322,0.0372670807453416
"CP018_entry","24",6,183,0.0327868852459016
"CP018_entry","25",4,144,0.0277777777777778
"CP018_entry","27",23,85,0.270588235294118
"CP018_entry","28",12,77,0.155844155844156
"CP018_entry","29",1,73,0.0136986301369863
"CP018_entry","30",2,35,0.0571428571428571
"CP018_entry","singleton",46,247,0.186234817813765
"CP022_entry","0",519,12090,0.0429280397022333
"CP022_entry","1",658,10730,0.0613233923578751
"CP022_entry","2",728,10222,0.071218939542164
"CP022_entry","3",463,8444,0.0548318332543818
"CP022_entry","4",696,8075,0.0861919504643963
"CP022_entry","5",334,6470,0.0516228748068006
"CP022_entry","6",362,5170,0.0700193423597679
"CP022_entry","7",190,3322,0.0571944611679711
"CP022_entry","8",90,3181,0.0282929896259038
"CP022_entry","9",206,2900,0.0710344827586207
"CP022_entry","10",302,2601,0.116109188773549
"CP022_entry","11",67,2597,0.0257989988448209
"CP022_entry","12",41,2257,0.0181657066902969
"CP022_entry","13",117,2168,0.0539667896678967
"CP022_entry","14",114,2119,0.0537989617744219
"CP022_entry","15",106,1954,0.0542476970317298
"CP022_entry","16",249,1828,0.136214442013129
"CP022_entry","17",89,1550,0.0574193548387097
"CP022_entry","18",43,1381,0.0311368573497466
"CP022_entry","19",48,962,0.0498960498960499
"CP022_entry","20",34,872,0.0389908256880734
"CP022_entry","21",35,824,0.0424757281553398
"CP022_entry","22",55,747,0.0736278447121821
"CP022_entry","23",2,322,0.0062111801242236
"CP022_entry","24",9,183,0.0491803278688525
"CP022_entry","25",7,144,0.0486111111111111
"CP022_entry","26",2,90,0.0222222222222222
"CP022_entry","27",3,85,0.0352941176470588
"CP022_entry","28",1,77,0.012987012987013
"CP022_entry","29",17,73,0.232876712328767
"CP022_entry","singleton",2,247,0.00809716599190283
"CP042_entry","0",264,12090,0.0218362282878412
"CP042_entry","1",131,10730,0.0122087604846226
"CP042_entry","2",546,10222,0.053414204656623
"CP042_entry","3",238,8444,0.0281856939838939
"CP042_entry","4",176,8075,0.0217956656346749
"CP042_entry","5",240,6470,0.0370942812982998
"CP042_entry","6",285,5170,0.0551257253384913
"CP042_entry","7",124,3322,0.0373269114990969
"CP042_entry","8",112,3181,0.0352090537566803
"CP042_entry","9",126,2900,0.043448275862069
"CP042_entry","10",33,2601,0.0126874279123414
"CP042_entry","11",123,2597,0.0473623411628802
"CP042_entry","12",228,2257,0.101019051838724
"CP042_entry","13",79,2168,0.0364391143911439
"CP042_entry","14",51,2119,0.024067956583294
"CP042_entry","15",80,1954,0.0409416581371546
"CP042_entry","16",57,1828,0.0311816192560175
"CP042_entry","17",41,1550,0.0264516129032258
"CP042_entry","18",110,1381,0.0796524257784214
"CP042_entry","19",12,962,0.0124740124740125
"CP042_entry","20",44,872,0.0504587155963303
"CP042_entry","21",36,824,0.0436893203883495
"CP042_entry","22",50,747,0.0669344042838019
"CP042_entry","23",9,322,0.0279503105590062
"CP042_entry","24",2,183,0.0109289617486339
"CP042_entry","25",2,144,0.0138888888888889
"CP042_entry","26",3,90,0.0333333333333333
"CP042_entry","29",6,73,0.0821917808219178
"CP042_entry","singleton",5,247,0.0202429149797571
"CS005_entry","0",520,12090,0.043010752688172
"CS005_entry","1",696,10730,0.0648648648648649
"CS005_entry","2",574,10222,0.0561533946390139
"CS005_entry","3",639,8444,0.0756750355281857
"CS005_entry","4",491,8075,0.0608049535603715
"CS005_entry","5",734,6470,0.113446676970634
"CS005_entry","6",144,5170,0.027852998065764
"CS005_entry","7",260,3322,0.078266104756171
"CS005_entry","8",193,3181,0.0606727444199937
"CS005_entry","9",116,2900,0.04
"CS005_entry","10",15,2601,0.00576701268742791
"CS005_entry","11",169,2597,0.065075086638429
"CS005_entry","12",135,2257,0.0598139122729287
"CS005_entry","13",221,2168,0.101937269372694
"CS005_entry","14",114,2119,0.0537989617744219
"CS005_entry","15",146,1954,0.0747185261003071
"CS005_entry","16",210,1828,0.114879649890591
"CS005_entry","17",51,1550,0.0329032258064516
"CS005_entry","18",104,1381,0.0753077480086894
"CS005_entry","19",58,962,0.0602910602910603
"CS005_entry","20",34,872,0.0389908256880734
"CS005_entry","21",43,824,0.0521844660194175
"CS005_entry","22",42,747,0.0562248995983936
"CS005_entry","23",5,322,0.015527950310559
"CS005_entry","24",2,183,0.0109289617486339
"CS005_entry","25",4,144,0.0277777777777778
"CS005_entry","26",3,90,0.0333333333333333
"CS005_entry","28",5,77,0.0649350649350649
"CS005_entry","29",3,73,0.0410958904109589
"CS005_entry","singleton",7,247,0.0283400809716599
"CS015_entry","0",179,12090,0.0148056244830438
"CS015_entry","1",263,10730,0.0245107176141659
"CS015_entry","2",637,10222,0.0623165720993935
"CS015_entry","3",268,8444,0.0317385125532923
"CS015_entry","4",165,8075,0.0204334365325077
"CS015_entry","5",180,6470,0.0278207109737249
"CS015_entry","6",387,5170,0.0748549323017408
"CS015_entry","7",182,3322,0.0547862733293197
"CS015_entry","8",140,3181,0.0440113171958504
"CS015_entry","9",145,2900,0.05
"CS015_entry","10",1,2601,0.000384467512495194
"CS015_entry","11",153,2597,0.058914131690412
"CS015_entry","12",24,2257,0.0106335844040762
"CS015_entry","13",54,2168,0.0249077490774908
"CS015_entry","14",77,2119,0.0363378952336008
"CS015_entry","15",43,1954,0.0220061412487206
"CS015_entry","16",55,1828,0.0300875273522976
"CS015_entry","17",14,1550,0.00903225806451613
"CS015_entry","18",5,1381,0.00362056480811007
"CS015_entry","19",10,962,0.0103950103950104
"CS015_entry","20",20,872,0.0229357798165138
"CS015_entry","21",20,824,0.0242718446601942
"CS015_entry","22",53,747,0.07095046854083
"CS015_entry","23",3,322,0.0093167701863354
"CS015_entry","24",6,183,0.0327868852459016
"CS015_entry","25",1,144,0.00694444444444444
"CS015_entry","26",4,90,0.0444444444444444
"CS015_entry","28",19,77,0.246753246753247
"CS015_entry","singleton",9,247,0.0364372469635627
"SAAH29_entry","0",133,12090,0.0110008271298594
"SAAH29_entry","1",404,10730,0.0376514445479963
"SAAH29_entry","2",518,10222,0.050675014674232
"SAAH29_entry","3",74,8444,0.00876361913784936
"SAAH29_entry","4",368,8075,0.0455727554179567
"SAAH29_entry","5",320,6470,0.0494590417310665
"SAAH29_entry","6",275,5170,0.0531914893617021
"SAAH29_entry","7",368,3322,0.110776640577965
"SAAH29_entry","8",354,3181,0.111285759195222
"SAAH29_entry","9",132,2900,0.0455172413793103
"SAAH29_entry","10",170,2601,0.065359477124183
"SAAH29_entry","11",158,2597,0.0608394301116673
"SAAH29_entry","12",93,2257,0.0412051395657953
"SAAH29_entry","13",162,2168,0.0747232472324723
"SAAH29_entry","14",141,2119,0.0665408211420481
"SAAH29_entry","15",48,1954,0.0245649948822927
"SAAH29_entry","16",176,1828,0.0962800875273523
"SAAH29_entry","17",36,1550,0.0232258064516129
"SAAH29_entry","18",53,1381,0.0383779869659667
"SAAH29_entry","19",47,962,0.0488565488565489
"SAAH29_entry","20",75,872,0.0860091743119266
"SAAH29_entry","21",62,824,0.0752427184466019
"SAAH29_entry","22",40,747,0.0535475234270415
"SAAH29_entry","23",25,322,0.077639751552795
"SAAH29_entry","24",3,183,0.0163934426229508
"SAAH29_entry","25",10,144,0.0694444444444444
"SAAH29_entry","26",15,90,0.166666666666667
"SAAH29_entry","27",2,85,0.0235294117647059
"SAAH29_entry","28",4,77,0.051948051948052
"SAAH29_entry","singleton",11,247,0.0445344129554656
"SATY021_entry","0",562,12090,0.0464846980976013
"SATY021_entry","1",420,10730,0.0391425908667288
"SATY021_entry","2",629,10222,0.0615339463901389
"SATY021_entry","3",533,8444,0.0631217432496447
"SATY021_entry","4",35,8075,0.0043343653250774
"SATY021_entry","5",116,6470,0.0179289026275116
"SATY021_entry","6",563,5170,0.10889748549323
"SATY021_entry","7",206,3322,0.0620108368452739
"SATY021_entry","8",183,3181,0.0575290789060044
"SATY021_entry","9",83,2900,0.0286206896551724
"SATY021_entry","10",37,2601,0.0142252979623222
"SATY021_entry","11",156,2597,0.0600693107431652
"SATY021_entry","12",9,2257,0.00398759415152858
"SATY021_entry","13",44,2168,0.0202952029520295
"SATY021_entry","14",48,2119,0.0226521944313355
"SATY021_entry","15",15,1954,0.00767656090071648
"SATY021_entry","16",15,1828,0.00820568927789934
"SATY021_entry","17",35,1550,0.0225806451612903
"SATY021_entry","18",8,1381,0.0057929036929761
"SATY021_entry","19",17,962,0.0176715176715177
"SATY021_entry","20",14,872,0.0160550458715596
"SATY021_entry","21",36,824,0.0436893203883495
"SATY021_entry","22",55,747,0.0736278447121821
"SATY021_entry","23",14,322,0.0434782608695652
"SATY021_entry","24",1,183,0.00546448087431694
"SATY021_entry","25",2,144,0.0138888888888889
"SATY021_entry","26",2,90,0.0222222222222222
"SATY021_entry","27",4,85,0.0470588235294118
"SATY021_entry","28",22,77,0.285714285714286
"SATY021_entry","30",32,35,0.914285714285714
"SATY021_entry","singleton",18,247,0.0728744939271255
